actorid,address,amount,city,country,lastupdateactor,replacementcost,lastnameactor,customerid,inventoryid,length,rentduration,custompayment,districtaddess,lastnamecustom,countrycustomer
,,4.99,,,,,,,3817,,,496,,,
,,0.99,,,,,,,3818,,,496,,,
,,2.99,,,,,,,3818,,,496,,,
,,3.99,,,,,,,3819,,,496,,,
,,2.99,,,,,,,3819,,,496,,,
,,4.99,,,,,,,3819,,,496,,,
,,0.99,,,,,,,3820,,,496,,,
,,5.99,,,,,,,3820,,,496,,,
,,4.99,,,,,,,3821,,,496,,,
,,2.99,,,,,,,3821,,,496,,,
,,2.99,,,,,,,3822,,,496,,,
,,7.99,,,,,,,3822,,,496,,,
,,4.99,,,,,,,3823,,,496,,,
,,3.99,,,,,,,3823,,,496,,,
,,4.99,,,,,,,3823,,,496,,,
,,5.99,,,,,,,3823,,,496,,,
,,6.99,,,,,,,3824,,,496,,,
,,7.99,,,,,,,3824,,,496,,,
,,0.99,,,,,,,3824,,,496,,,
,,2.99,,,,,,,3824,,,496,,,
,,2.99,,,,,,,3825,,,496,,,
,,7.99,,,,,,,3825,,,497,,,
,,8.99,,,,,,,3825,,,497,,,
,,5.99,,,,,,,3825,,,497,,,
,,2.99,,,,,,,3826,,,497,,,
,,4.99,,,,,,,3826,,,497,,,
,,2.99,,,,,,,3826,,,497,,,
,,7.99,,,,,,,3826,,,497,,,
,,4.99,,,,,,,3827,,,497,,,
,,0.99,,,,,,,3827,,,497,,,
,,0.99,,,,,,,3827,,,497,,,
,,4.99,,,,,,,3827,,,497,,,
,,4.99,,,,,,,3827,,,497,,,
,,2.99,,,,,,,3828,,,497,,,
,,2.99,,,,,,,3828,,,497,,,
,,6.99,,,,,,,3828,,,497,,,
,,6.99,,,,,,,3828,,,497,,,
,,4.99,,,,,,,3828,,,497,,,
,,9.99,,,,,,,3829,,,497,,,
,,4.99,,,,,,,3829,,,497,,,
,,7.99,,,,,,,3829,,,497,,,
,,0.99,,,,,,,3829,,,497,,,
,,4.99,,,,,,,3830,,,497,,,
,,2.99,,,,,,,3830,,,497,,,
,,0.99,,,,,,,3830,,,497,,,
,,5.99,,,,,,,3830,,,497,,,
,,0.99,,,,,,,3831,,,497,,,
,,0.99,,,,,,,3831,,,497,,,
,,4.99,,,,,,,3832,,,497,,,
,,2.99,,,,,,,3832,,,498,,,
,,8.99,,,,,,,3832,,,498,,,
,,2.99,,,,,,,3832,,,498,,,
,,6.99,,,,,,,3832,,,498,,,
,,2.99,,,,,,,3833,,,498,,,
,,2.99,,,,,,,3833,,,498,,,
,,4.99,,,,,,,3833,,,498,,,
,,0.99,,,,,,,3833,,,498,,,
,,0.99,,,,,,,3834,,,498,,,
,,0.99,,,,,,,3834,,,498,,,
,,2.99,,,,,,,3834,,,498,,,
,,4.99,,,,,,,3834,,,498,,,
,,2.99,,,,,,,3835,,,498,,,
,,2.99,,,,,,,3835,,,498,,,
,,0.99,,,,,,,3836,,,498,,,
,,2.99,,,,,,,3836,,,498,,,
,,1.99,,,,,,,3836,,,498,,,
,,4.99,,,,,,,3836,,,498,,,
,,6.99,,,,,,,3837,,,498,,,
,,4.99,,,,,,,3837,,,498,,,
,,4.99,,,,,,,3837,,,498,,,
,,2.99,,,,,,,3838,,,498,,,
,,0.99,,,,,,,3838,,,498,,,
,,4.99,,,,,,,3838,,,498,,,
,,0.99,,,,,,,3839,,,498,,,
,,6.99,,,,,,,3839,,,498,,,
,,2.99,,,,,,,3840,,,498,,,
,,2.99,,,,,,,3840,,,499,,,
,,2.99,,,,,,,3841,,,499,,,
,,4.99,,,,,,,3841,,,499,,,
,,4.99,,,,,,,3841,,,499,,,
,,1.99,,,,,,,3841,,,499,,,
,,4.99,,,,,,,3841,,,499,,,
,,2.99,,,,,,,3842,,,499,,,
,,2.99,,,,,,,3842,,,499,,,
,,3.99,,,,,,,3842,,,499,,,
,,4.99,,,,,,,3843,,,499,,,
,,4.99,,,,,,,3843,,,499,,,
,,0.99,,,,,,,3843,,,499,,,
,,0.99,,,,,,,3844,,,499,,,
,,6.99,,,,,,,3844,,,499,,,
,,4.99,,,,,,,3844,,,499,,,
,,3.99,,,,,,,3844,,,499,,,
,,0.99,,,,,,,3845,,,499,,,
,,0.99,,,,,,,3845,,,499,,,
,,2.99,,,,,,,3845,,,499,,,
,,7.99,,,,,,,3845,,,499,,,
,,0.99,,,,,,,3845,,,499,,,
,,4.99,,,,,,,3846,,,499,,,
,,8.99,,,,,,,3846,,,499,,,
,,7.99,,,,,,,3847,,,499,,,
,,3.99,,,,,,,3847,,,499,,,
,,1.99,,,,,,,3848,,,499,,,
,,4.99,,,,,,,3848,,,499,,,
,,3.99,,,,,,,3848,,,499,,,
,,3.99,,,,,,,3849,,,499,,,
,,7.99,,,,,,,3849,,,499,,,
,,8.99,,,,,,,3850,,,500,,,
,,8.99,,,,,,,3850,,,500,,,
,,0.99,,,,,,,3851,,,500,,,
,,5.99,,,,,,,3851,,,500,,,
,,5.99,,,,,,,3851,,,500,,,
,,3.99,,,,,,,3851,,,500,,,
,,6.99,,,,,,,3852,,,500,,,
,,2.99,,,,,,,3852,,,500,,,
,,4.99,,,,,,,3852,,,500,,,
,,0.99,,,,,,,3853,,,500,,,
,,4.99,,,,,,,3853,,,500,,,
,,4.99,,,,,,,3853,,,500,,,
,,2.99,,,,,,,3853,,,500,,,
,,3.99,,,,,,,3853,,,500,,,
,,0.99,,,,,,,3854,,,500,,,
,,2.99,,,,,,,3854,,,500,,,
,,6.99,,,,,,,3854,,,500,,,
,,0.99,,,,,,,3854,,,500,,,
,,3.99,,,,,,,3855,,,500,,,
,,6.99,,,,,,,3855,,,500,,,
,,1.99,,,,,,,3855,,,500,,,
,,2.99,,,,,,,3855,,,500,,,
,,2.99,,,,,,,3856,,,500,,,
,,4.99,,,,,,,3856,,,500,,,
,,0.99,,,,,,,3856,,,500,,,
,,4.99,,,,,,,3856,,,500,,,
,,2.99,,,,,,,3857,,,500,,,
,,2.99,,,,,,,3857,,,500,,,
,,0.99,,,,,,,3857,,,501,,,
,,1.99,,,,,,,3858,,,501,,,
,,5.99,,,,,,,3858,,,501,,,
,,7.99,,,,,,,3858,,,501,,,
,,6.99,,,,,,,3858,,,501,,,
,,6.99,,,,,,,3859,,,501,,,
,,2.99,,,,,,,3859,,,501,,,
,,1.99,,,,,,,3859,,,501,,,
,,7.99,,,,,,,3860,,,501,,,
,,0.99,,,,,,,3860,,,501,,,
,,2.99,,,,,,,3860,,,501,,,
,,2.99,,,,,,,3860,,,501,,,
,,2.99,,,,,,,3860,,,501,,,
,,4.99,,,,,,,3861,,,501,,,
,,4.99,,,,,,,3861,,,501,,,
,,1.99,,,,,,,3861,,,501,,,
,,6.99,,,,,,,3862,,,501,,,
,,4.99,,,,,,,3862,,,501,,,
,,0.99,,,,,,,3863,,,501,,,
,,4.99,,,,,,,3863,,,501,,,
,,5.99,,,,,,,3864,,,501,,,
,,2.99,,,,,,,3864,,,502,,,
,,0.99,,,,,,,3865,,,502,,,
,,2.99,,,,,,,3865,,,502,,,
,,0.99,,,,,,,3865,,,502,,,
,,7.99,,,,,,,3866,,,502,,,
,,0.99,,,,,,,3866,,,502,,,
,,0.99,,,,,,,3866,,,502,,,
,,2.99,,,,,,,3866,,,502,,,
,,2.99,,,,,,,3867,,,502,,,
,,5.99,,,,,,,3867,,,502,,,
,,2.99,,,,,,,3868,,,502,,,
,,7.99,,,,,,,3868,,,502,,,
,,8.99,,,,,,,3869,,,502,,,
,,2.99,,,,,,,3869,,,502,,,
,,8.99,,,,,,,3870,,,502,,,
,,3.99,,,,,,,3870,,,502,,,
,,4.99,,,,,,,3870,,,502,,,
,,4.99,,,,,,,3871,,,502,,,
,,4.99,,,,,,,3871,,,502,,,
,,4.99,,,,,,,3871,,,502,,,
,,0.99,,,,,,,3871,,,502,,,
,,4.99,,,,,,,3872,,,502,,,
,,4.99,,,,,,,3872,,,502,,,
,,0.99,,,,,,,3873,,,502,,,
,,4.99,,,,,,,3873,,,502,,,
,,0.99,,,,,,,3874,,,502,,,
,,4.99,,,,,,,3874,,,502,,,
,,0.99,,,,,,,3874,,,502,,,
,,0.99,,,,,,,3875,,,502,,,
,,4.99,,,,,,,3875,,,502,,,
,,9.99,,,,,,,3875,,,502,,,
,,4.99,,,,,,,3875,,,502,,,
,,3.99,,,,,,,3876,,,502,,,
,,3.99,,,,,,,3876,,,502,,,
,,1.99,,,,,,,3876,,,503,,,
,,5.99,,,,,,,3876,,,503,,,
,,2.99,,,,,,,3877,,,503,,,
,,4.99,,,,,,,3877,,,503,,,
,,4.99,,,,,,,3877,,,503,,,
,,2.99,,,,,,,3878,,,503,,,
,,0.99,,,,,,,3878,,,503,,,
,,6.99,,,,,,,3878,,,503,,,
,,2.99,,,,,,,3878,,,503,,,
,,2.99,,,,,,,3878,,,503,,,
,,6.99,,,,,,,3879,,,503,,,
,,4.99,,,,,,,3879,,,503,,,
,,2.99,,,,,,,3879,,,503,,,
,,4.99,,,,,,,3879,,,503,,,
,,2.99,,,,,,,3880,,,503,,,
,,0.99,,,,,,,3880,,,503,,,
,,4.99,,,,,,,3881,,,503,,,
,,2.99,,,,,,,3881,,,503,,,
,,1.99,,,,,,,3881,,,503,,,
,,4.99,,,,,,,3882,,,503,,,
,,2.99,,,,,,,3882,,,503,,,
,,4.99,,,,,,,3882,,,503,,,
,,2.99,,,,,,,3883,,,503,,,
,,2.99,,,,,,,3883,,,503,,,
,,0.99,,,,,,,3883,,,503,,,
,,2.99,,,,,,,3883,,,503,,,
,,4.99,,,,,,,3883,,,503,,,
,,2.99,,,,,,,3884,,,503,,,
,,3.99,,,,,,,3884,,,503,,,
,,4.99,,,,,,,3884,,,503,,,
,,2.99,,,,,,,3884,,,503,,,
,,0.99,,,,,,,3885,,,503,,,
,,5.99,,,,,,,3885,,,504,,,
,,4.99,,,,,,,3885,,,504,,,
,,4.99,,,,,,,3885,,,504,,,
,,1.99,,,,,,,3886,,,504,,,
,,6.99,,,,,,,3886,,,504,,,
,,9.99,,,,,,,3886,,,504,,,
,,6.99,,,,,,,3887,,,504,,,
,,5.99,,,,,,,3887,,,504,,,
,,0.99,,,,,,,3888,,,504,,,
,,6.99,,,,,,,3888,,,504,,,
,,3.99,,,,,,,3888,,,504,,,
,,2.99,,,,,,,3888,,,504,,,
,,2.99,,,,,,,3888,,,504,,,
,,1.99,,,,,,,3889,,,504,,,
,,4.99,,,,,,,3889,,,504,,,
,,9.99,,,,,,,3889,,,504,,,
,,0.99,,,,,,,3890,,,504,,,
,,3.99,,,,,,,3890,,,504,,,
,,2.99,,,,,,,3890,,,504,,,
,,1.99,,,,,,,3890,,,504,,,
,,2.99,,,,,,,3890,,,504,,,
,,2.99,,,,,,,3891,,,504,,,
,,2.99,,,,,,,3891,,,504,,,
,,5.99,,,,,,,3891,,,504,,,
,,4.99,,,,,,,3891,,,504,,,
,,6.99,,,,,,,3892,,,504,,,
,,8.99,,,,,,,3892,,,504,,,
,,4.99,,,,,,,3892,,,504,,,
,,2.99,,,,,,,3892,,,505,,,
,,2.99,,,,,,,3893,,,505,,,
,,5.99,,,,,,,3893,,,505,,,
,,4.99,,,,,,,3893,,,505,,,
,,7.99,,,,,,,3893,,,505,,,
,,5.99,,,,,,,3894,,,505,,,
,,5.99,,,,,,,3894,,,505,,,
,,6.99,,,,,,,3894,,,505,,,
,,9.99,,,,,,,3894,,,505,,,
,,4.99,,,,,,,3894,,,505,,,
,,0.99,,,,,,,3895,,,505,,,
,,4.99,,,,,,,3895,,,505,,,
,,5.99,,,,,,,3895,,,505,,,
,,2.99,,,,,,,3896,,,505,,,
,,0.99,,,,,,,3896,,,505,,,
,,2.99,,,,,,,3897,,,505,,,
,,3.99,,,,,,,3897,,,505,,,
,,2.99,,,,,,,3897,,,505,,,
,,2.99,,,,,,,3898,,,505,,,
,,4.99,,,,,,,3898,,,505,,,
,,4.99,,,,,,,3898,,,505,,,
,,3.99,,,,,,,3898,,,506,,,
,,2.99,,,,,,,3899,,,506,,,
,,3.99,,,,,,,3899,,,506,,,
,,8.99,,,,,,,3899,,,506,,,
,,0.99,,,,,,,3900,,,506,,,
,,2.99,,,,,,,3900,,,506,,,
,,4.99,,,,,,,3900,,,506,,,
,,6.99,,,,,,,3900,,,506,,,
,,2.99,,,,,,,3900,,,506,,,
,,0.99,,,,,,,3901,,,506,,,
,,9.99,,,,,,,3901,,,506,,,
,,6.99,,,,,,,3901,,,506,,,
,,7.99,,,,,,,3902,,,506,,,
,,6.99,,,,,,,3902,,,506,,,
,,8.99,,,,,,,3903,,,506,,,
,,0.99,,,,,,,3903,,,506,,,
,,2.99,,,,,,,3903,,,506,,,
,,0.99,,,,,,,3903,,,506,,,
,,9.99,,,,,,,3904,,,506,,,
,,0.99,,,,,,,3904,,,506,,,
,,3.99,,,,,,,3904,,,506,,,
,,2.99,,,,,,,3904,,,506,,,
,,2.99,,,,,,,3904,,,506,,,
,,4.99,,,,,,,3905,,,506,,,
,,0.99,,,,,,,3905,,,506,,,
,,4.99,,,,,,,3905,,,506,,,
,,0.99,,,,,,,3905,,,506,,,
,,2.99,,,,,,,3905,,,506,,,
,,0.99,,,,,,,3906,,,506,,,
,,1.99,,,,,,,3906,,,506,,,
,,2.99,,,,,,,3906,,,506,,,
,,6.99,,,,,,,3907,,,506,,,
,,5.99,,,,,,,3907,,,506,,,
,,1.99,,,,,,,3908,,,506,,,
,,9.99,,,,,,,3908,,,506,,,
,,0.99,,,,,,,3908,,,507,,,
,,4.99,,,,,,,3909,,,507,,,
,,4.99,,,,,,,3909,,,507,,,
,,4.99,,,,,,,3909,,,507,,,
,,4.99,,,,,,,3909,,,507,,,
,,4.99,,,,,,,3909,,,507,,,
,,2.99,,,,,,,3910,,,507,,,
,,0.99,,,,,,,3910,,,507,,,
,,2.99,,,,,,,3910,,,507,,,
,,0.99,,,,,,,3911,,,507,,,
,,2.99,,,,,,,3911,,,507,,,
,,0.99,,,,,,,3911,,,507,,,
,,6.99,,,,,,,3912,,,507,,,
,,1.99,,,,,,,3912,,,507,,,
,,2.99,,,,,,,3912,,,507,,,
,,5.99,,,,,,,3912,,,507,,,
,,5.99,,,,,,,3912,,,507,,,
,,2.99,,,,,,,3913,,,507,,,
,,2.99,,,,,,,3913,,,507,,,
,,2.99,,,,,,,3913,,,507,,,
,,6.99,,,,,,,3913,,,507,,,
,,4.99,,,,,,,3913,,,507,,,
,,4.99,,,,,,,3914,,,507,,,
,,4.99,,,,,,,3914,,,507,,,
,,2.99,,,,,,,3914,,,507,,,
,,2.99,,,,,,,3915,,,508,,,
,,2.99,,,,,,,3915,,,508,,,
,,4.99,,,,,,,3915,,,508,,,
,,9.99,,,,,,,3915,,,508,,,
,,6.99,,,,,,,3916,,,508,,,
,,4.99,,,,,,,3916,,,508,,,
,,0.99,,,,,,,3916,,,508,,,
,,8.99,,,,,,,3916,,,508,,,
,,5.99,,,,,,,3917,,,508,,,
,,3.99,,,,,,,3917,,,508,,,
,,7.99,,,,,,,3917,,,508,,,
,,2.99,,,,,,,3917,,,508,,,
,,4.99,,,,,,,3917,,,508,,,
,,4.99,,,,,,,3918,,,508,,,
,,5.99,,,,,,,3918,,,508,,,
,,2.99,,,,,,,3919,,,508,,,
,,2.99,,,,,,,3919,,,508,,,
,,8.99,,,,,,,3919,,,508,,,
,,2.99,,,,,,,3919,,,508,,,
,,6.99,,,,,,,3919,,,508,,,
,,6.99,,,,,,,3920,,,508,,,
,,2.99,,,,,,,3920,,,508,,,
,,6.99,,,,,,,3920,,,508,,,
,,4.99,,,,,,,3921,,,508,,,
,,0.99,,,,,,,3921,,,508,,,
,,4.99,,,,,,,3922,,,509,,,
,,8.99,,,,,,,3922,,,509,,,
,,2.99,,,,,,,3922,,,509,,,
,,4.99,,,,,,,3922,,,509,,,
,,1.99,,,,,,,3923,,,509,,,
,,4.99,,,,,,,3923,,,509,,,
,,2.99,,,,,,,3924,,,509,,,
,,2.99,,,,,,,3924,,,509,,,
,,5.99,,,,,,,3924,,,509,,,
,,6.99,,,,,,,3925,,,509,,,
,,8.99,,,,,,,3925,,,509,,,
,,5.99,,,,,,,3926,,,509,,,
,,0.99,,,,,,,3926,,,509,,,
,,4.99,,,,,,,3926,,,509,,,
,,5.99,,,,,,,3926,,,509,,,
,,6.99,,,,,,,3926,,,509,,,
,,4.99,,,,,,,3927,,,509,,,
,,4.99,,,,,,,3927,,,509,,,
,,5.99,,,,,,,3927,,,509,,,
,,2.99,,,,,,,3927,,,509,,,
,,8.99,,,,,,,3928,,,510,,,
,,5.99,,,,,,,3928,,,510,,,
,,4.99,,,,,,,3928,,,510,,,
,,5.99,,,,,,,3928,,,510,,,
,,0.99,,,,,,,3929,,,510,,,
,,0.99,,,,,,,3929,,,510,,,
,,8.99,,,,,,,3929,,,510,,,
,,0.99,,,,,,,3929,,,510,,,
,,0.99,,,,,,,3930,,,510,,,
,,8.99,,,,,,,3930,,,510,,,
,,5.99,,,,,,,3930,,,510,,,
,,2.99,,,,,,,3930,,,510,,,
,,4.99,,,,,,,3931,,,510,,,
,,4.99,,,,,,,3931,,,510,,,
,,1.99,,,,,,,3931,,,510,,,
,,2.99,,,,,,,3932,,,510,,,
,,8.99,,,,,,,3932,,,510,,,
,,9.99,,,,,,,3933,,,510,,,
,,3.99,,,,,,,3933,,,510,,,
,,4.99,,,,,,,3933,,,510,,,
,,0.99,,,,,,,3933,,,510,,,
,,7.99,,,,,,,3934,,,510,,,
,,4.99,,,,,,,3934,,,510,,,
,,0.99,,,,,,,3935,,,510,,,
,,2.99,,,,,,,3935,,,510,,,
,,4.99,,,,,,,3936,,,510,,,
,,2.99,,,,,,,3936,,,511,,,
,,3.99,,,,,,,3936,,,511,,,
,,2.99,,,,,,,3936,,,511,,,
,,2.99,,,,,,,3937,,,511,,,
,,10.99,,,,,,,3937,,,511,,,
,,4.99,,,,,,,3937,,,511,,,
,,4.99,,,,,,,3937,,,511,,,
,,0.99,,,,,,,3938,,,511,,,
,,4.99,,,,,,,3938,,,511,,,
,,3.99,,,,,,,3938,,,511,,,
,,0.99,,,,,,,3938,,,511,,,
,,0.99,,,,,,,3938,,,511,,,
,,0.99,,,,,,,3939,,,511,,,
,,4.99,,,,,,,3939,,,511,,,
,,0.99,,,,,,,3940,,,511,,,
,,6.99,,,,,,,3940,,,511,,,
,,4.99,,,,,,,3940,,,511,,,
,,2.99,,,,,,,3941,,,511,,,
,,2.99,,,,,,,3941,,,511,,,
,,6.99,,,,,,,3942,,,511,,,
,,4.99,,,,,,,3942,,,511,,,
,,4.99,,,,,,,3942,,,511,,,
,,6.99,,,,,,,3943,,,511,,,
,,4.99,,,,,,,3943,,,511,,,
,,6.99,,,,,,,3944,,,512,,,
,,4.99,,,,,,,3944,,,512,,,
,,2.99,,,,,,,3944,,,512,,,
,,5.99,,,,,,,3944,,,512,,,
,,0.99,,,,,,,3944,,,512,,,
,,6.99,,,,,,,3945,,,512,,,
,,3.99,,,,,,,3945,,,512,,,
,,2.99,,,,,,,3945,,,512,,,
,,0.99,,,,,,,3946,,,512,,,
,,6.99,,,,,,,3946,,,512,,,
,,4.99,,,,,,,3946,,,512,,,
,,2.99,,,,,,,3946,,,512,,,
,,4.99,,,,,,,3947,,,512,,,
,,3.99,,,,,,,3947,,,512,,,
,,9.99,,,,,,,3948,,,512,,,
,,8.99,,,,,,,3948,,,512,,,
,,4.99,,,,,,,3948,,,512,,,
,,0.99,,,,,,,3948,,,512,,,
,,4.99,,,,,,,3948,,,512,,,
,,2.99,,,,,,,3949,,,512,,,
,,2.99,,,,,,,3949,,,512,,,
,,3.99,,,,,,,3949,,,512,,,
,,3.99,,,,,,,3949,,,512,,,
,,4.99,,,,,,,3949,,,512,,,
,,4.99,,,,,,,3950,,,512,,,
,,0.99,,,,,,,3950,,,512,,,
,,4.99,,,,,,,3951,,,513,,,
,,2.99,,,,,,,3951,,,513,,,
,,7.99,,,,,,,3951,,,513,,,
,,1.99,,,,,,,3951,,,513,,,
,,0.99,,,,,,,3952,,,513,,,
,,2.99,,,,,,,3952,,,513,,,
,,4.99,,,,,,,3952,,,513,,,
,,4.99,,,,,,,3953,,,513,,,
,,7.99,,,,,,,3953,,,513,,,
,,4.99,,,,,,,3954,,,513,,,
,,0.99,,,,,,,3954,,,513,,,
,,4.99,,,,,,,3954,,,513,,,
,,4.99,,,,,,,3954,,,513,,,
,,9.99,,,,,,,3954,,,513,,,
,,5.99,,,,,,,3955,,,513,,,
,,2.99,,,,,,,3955,,,513,,,
,,3.99,,,,,,,3956,,,513,,,
,,2.99,,,,,,,3956,,,513,,,
,,2.99,,,,,,,3956,,,513,,,
,,3.99,,,,,,,3957,,,513,,,
,,3.99,,,,,,,3957,,,513,,,
,,5.99,,,,,,,3957,,,513,,,
,,2.99,,,,,,,3958,,,513,,,
,,4.99,,,,,,,3958,,,513,,,
,,5.99,,,,,,,3958,,,513,,,
,,4.99,,,,,,,3959,,,513,,,
,,7.99,,,,,,,3959,,,513,,,
,,4.99,,,,,,,3959,,,513,,,
,,4.99,,,,,,,3959,,,513,,,
,,6.99,,,,,,,3960,,,513,,,
,,5.99,,,,,,,3960,,,513,,,
,,4.99,,,,,,,3961,,,514,,,
,,4.99,,,,,,,3961,,,514,,,
,,3.99,,,,,,,3961,,,514,,,
,,0.99,,,,,,,3961,,,514,,,
,,0.99,,,,,,,3961,,,514,,,
,,2.99,,,,,,,3962,,,514,,,
,,0.99,,,,,,,3962,,,514,,,
,,5.99,,,,,,,3962,,,514,,,
,,2.99,,,,,,,3962,,,514,,,
,,4.99,,,,,,,3962,,,514,,,
,,3.99,,,,,,,3963,,,514,,,
,,1.99,,,,,,,3963,,,514,,,
,,4.99,,,,,,,3963,,,514,,,
,,4.99,,,,,,,3963,,,514,,,
,,4.99,,,,,,,3963,,,514,,,
,,0.99,,,,,,,3964,,,514,,,
,,2.99,,,,,,,3964,,,514,,,
,,3.99,,,,,,,3964,,,514,,,
,,0.99,,,,,,,3965,,,514,,,
,,1.99,,,,,,,3965,,,514,,,
,,2.99,,,,,,,3966,,,514,,,
,,5.99,,,,,,,3966,,,514,,,
,,8.99,,,,,,,3967,,,515,,,
,,6.99,,,,,,,3967,,,515,,,
,,4.99,,,,,,,3967,,,515,,,
,,5.99,,,,,,,3968,,,515,,,
,,4.99,,,,,,,3968,,,515,,,
,,4.99,,,,,,,3968,,,515,,,
,,0.99,,,,,,,3968,,,515,,,
,,3.99,,,,,,,3969,,,515,,,
,,0.99,,,,,,,3969,,,515,,,
,,6.99,,,,,,,3969,,,515,,,
,,0.99,,,,,,,3969,,,515,,,
,,2.99,,,,,,,3969,,,515,,,
,,4.99,,,,,,,3970,,,515,,,
,,3.99,,,,,,,3970,,,515,,,
,,4.99,,,,,,,3970,,,515,,,
,,4.99,,,,,,,3970,,,515,,,
,,0.99,,,,,,,3971,,,515,,,
,,3.99,,,,,,,3971,,,515,,,
,,4.99,,,,,,,3971,,,515,,,
,,3.99,,,,,,,3971,,,515,,,
,,6.99,,,,,,,3972,,,515,,,
,,2.99,,,,,,,3972,,,515,,,
,,8.99,,,,,,,3972,,,515,,,
,,5.99,,,,,,,3973,,,515,,,
,,4.99,,,,,,,3973,,,515,,,
,,3.99,,,,,,,3973,,,515,,,
,,0.99,,,,,,,3973,,,515,,,
,,4.99,,,,,,,3973,,,515,,,
,,3.99,,,,,,,3974,,,516,,,
,,1.99,,,,,,,3974,,,516,,,
,,4.99,,,,,,,3974,,,516,,,
,,1.99,,,,,,,3975,,,516,,,
,,10.99,,,,,,,3975,,,516,,,
,,0.99,,,,,,,3975,,,516,,,
,,0.99,,,,,,,3975,,,516,,,
,,2.99,,,,,,,3975,,,516,,,
,,3.99,,,,,,,3976,,,516,,,
,,6.99,,,,,,,3976,,,516,,,
,,6.99,,,,,,,3976,,,516,,,
,,4.99,,,,,,,3977,,,516,,,
,,4.99,,,,,,,3977,,,516,,,
,,4.99,,,,,,,3978,,,516,,,
,,5.99,,,,,,,3978,,,516,,,
,,2.99,,,,,,,3979,,,516,,,
,,4.99,,,,,,,3979,,,516,,,
,,0.99,,,,,,,3979,,,516,,,
,,1.99,,,,,,,3979,,,516,,,
,,1.99,,,,,,,3979,,,516,,,
,,8.99,,,,,,,3980,,,516,,,
,,0.99,,,,,,,3980,,,516,,,
,,0.99,,,,,,,3980,,,516,,,
,,0.99,,,,,,,3980,,,516,,,
,,5.98,,,,,,,3981,,,516,,,
,,0,,,,,,,3981,,,516,,,
,,4.99,,,,,,,3981,,,517,,,
,,4.99,,,,,,,3982,,,517,,,
,,8.99,,,,,,,3982,,,517,,,
,,4.99,,,,,,,3983,,,517,,,
,,2.99,,,,,,,3983,,,517,,,
,,0.99,,,,,,,3983,,,517,,,
,,2.99,,,,,,,3983,,,517,,,
,,4.99,,,,,,,3983,,,517,,,
,,4.99,,,,,,,3984,,,517,,,
,,4.99,,,,,,,3984,,,517,,,
,,0.99,,,,,,,3984,,,517,,,
,,2.99,,,,,,,3984,,,517,,,
,,7.99,,,,,,,3985,,,517,,,
,,5.99,,,,,,,3985,,,517,,,
,,4.99,,,,,,,3985,,,517,,,
,,0.99,,,,,,,3986,,,517,,,
,,3.99,,,,,,,3986,,,517,,,
,,4.99,,,,,,,3986,,,517,,,
,,4.99,,,,,,,3986,,,517,,,
,,4.99,,,,,,,3987,,,517,,,
,,3.99,,,,,,,3987,,,517,,,
,,0.99,,,,,,,3987,,,517,,,
,,0.99,,,,,,,3987,,,517,,,
,,4.99,,,,,,,3988,,,517,,,
,,5.99,,,,,,,3988,,,517,,,
,,2.99,,,,,,,3988,,,518,,,
,,5.99,,,,,,,3988,,,518,,,
,,0.99,,,,,,,3988,,,518,,,
,,0.99,,,,,,,3989,,,518,,,
,,7.99,,,,,,,3989,,,518,,,
,,4.99,,,,,,,3989,,,518,,,
,,6.99,,,,,,,3989,,,518,,,
,,2.99,,,,,,,3989,,,518,,,
,,2.99,,,,,,,3990,,,518,,,
,,3.99,,,,,,,3990,,,518,,,
,,4.99,,,,,,,3990,,,518,,,
,,2.99,,,,,,,3990,,,518,,,
,,2.99,,,,,,,3990,,,518,,,
,,6.99,,,,,,,3991,,,518,,,
,,3.99,,,,,,,3991,,,518,,,
,,2.99,,,,,,,3991,,,518,,,
,,5.99,,,,,,,3992,,,518,,,
,,3.99,,,,,,,3992,,,518,,,
,,2.99,,,,,,,3993,,,518,,,
,,2.99,,,,,,,3993,,,518,,,
,,4.99,,,,,,,3994,,,518,,,
,,6.99,,,,,,,3994,,,518,,,
,,6.99,,,,,,,3995,,,518,,,
,,4.99,,,,,,,3995,,,518,,,
,,0.99,,,,,,,3995,,,518,,,
,,4.99,,,,,,,3995,,,518,,,
,,3.99,,,,,,,3995,,,519,,,
,,2.99,,,,,,,3996,,,519,,,
,,8.99,,,,,,,3996,,,519,,,
,,5.99,,,,,,,3996,,,519,,,
,,0.99,,,,,,,3997,,,519,,,
,,2.99,,,,,,,3997,,,519,,,
,,0.99,,,,,,,3997,,,519,,,
,,5.99,,,,,,,3997,,,519,,,
,,0.99,,,,,,,3997,,,519,,,
,,3.99,,,,,,,3998,,,519,,,
,,6.99,,,,,,,3998,,,519,,,
,,4.99,,,,,,,3998,,,519,,,
,,7.99,,,,,,,3998,,,519,,,
,,0.99,,,,,,,3998,,,519,,,
,,7.99,,,,,,,3999,,,519,,,
,,0.99,,,,,,,3999,,,519,,,
,,5.99,,,,,,,3999,,,519,,,
,,4.99,,,,,,,3999,,,519,,,
,,7.99,,,,,,,3999,,,519,,,
,,2.99,,,,,,,4000,,,519,,,
,,7.99,,,,,,,4000,,,519,,,
,,2.99,,,,,,,4000,,,519,,,
,,2.99,,,,,,,4000,,,519,,,
